,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,timestamp
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 13:26:19.577040
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 13:34:13.538374
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 16:01:54.531973
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 16:10:45.075391
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 16:18:59.961277
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 16:27:02.596072
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 16:35:04.360574
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 16:43:06.494859
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 16:51:07.566786
0,615337,TMC Rosa Gardenia HC (ATC),Behind Kasarvadavli Petrol Pump,Maharashtra,Thane,Thane Municipal Corporation,400615,19,72,12:00:00,16:00:00,Free,"[{'session_id': 'cec860cd-8cad-4e28-9ad4-d081548e60ef', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['12:00PM-01:00PM', '01:00PM-02:00PM', '02:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-10 16:59:13.393790
