,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,timestamp
0,563177,2 Karanja SDH-Covaxin,Karanja,Maharashtra,Washim,Karanja,444105,20,77,09:00:00,18:00:00,Free,"[{'session_id': 'c0128315-88ea-4a0d-85cc-42080ef4af3f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 14:09:02.294587
1,693005,5 Karanja SDH-2 ( 18 To 44),Karanja,Maharashtra,Washim,Karanja,444105,20,77,09:00:00,16:00:00,Free,"[{'session_id': 'b6ec973d-641d-4620-bdae-3d71bdf0a8fd', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-09 14:09:02.294587
2,571536,1 Malegaon RH,Malegaon,Maharashtra,Washim,Malegaon,444105,20,77,09:00:00,18:00:00,Free,"[{'session_id': '937667d2-1efc-4d7f-9dec-a99fd629e501', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 14:09:02.294587
0,563177,2 Karanja SDH-Covaxin,Karanja,Maharashtra,Washim,Karanja,444105,20,77,09:00:00,18:00:00,Free,"[{'session_id': 'c0128315-88ea-4a0d-85cc-42080ef4af3f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 14:16:39.629881
1,693005,5 Karanja SDH-2 ( 18 To 44),Karanja,Maharashtra,Washim,Karanja,444105,20,77,09:00:00,16:00:00,Free,"[{'session_id': 'b6ec973d-641d-4620-bdae-3d71bdf0a8fd', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-09 14:16:39.629881
2,571536,1 Malegaon RH,Malegaon,Maharashtra,Washim,Malegaon,444105,20,77,09:00:00,18:00:00,Free,"[{'session_id': '937667d2-1efc-4d7f-9dec-a99fd629e501', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 14:16:39.629881
0,563177,2 Karanja SDH-Covaxin,Karanja,Maharashtra,Washim,Karanja,444105,20,77,09:00:00,18:00:00,Free,"[{'session_id': 'c0128315-88ea-4a0d-85cc-42080ef4af3f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 14:23:45.247679
1,693005,5 Karanja SDH-2 ( 18 To 44),Karanja,Maharashtra,Washim,Karanja,444105,20,77,09:00:00,16:00:00,Free,"[{'session_id': 'b6ec973d-641d-4620-bdae-3d71bdf0a8fd', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-04:00PM']}]",2021-05-09 14:23:45.247679
2,571536,1 Malegaon RH,Malegaon,Maharashtra,Washim,Malegaon,444105,20,77,09:00:00,18:00:00,Free,"[{'session_id': '937667d2-1efc-4d7f-9dec-a99fd629e501', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 14:23:45.247679
0,563177,2 Karanja SDH-Covaxin,Karanja,Maharashtra,Washim,Karanja,444105,20,77,09:00:00,18:00:00,Free,"[{'session_id': 'c0128315-88ea-4a0d-85cc-42080ef4af3f', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 14:30:49.068961
